user_id,customer_segment,journey_path,touchpoints,converted,revenue,final_state,first_touch,last_touch,journey_end
USR_000020,warm,meta_awareness > email_nurture > meta_conversion > email_nurture > meta_conversion > email_nurture > meta_conversion > CONVERSION,8,1,284.95,CONVERSION,meta_awareness,meta_conversion,2025-04-18 13:00:00
USR_000021,cold,google_display > email_nurture > meta_conversion > CONVERSION,4,1,84.54,CONVERSION,google_display,meta_conversion,2025-06-24 19:00:00
USR_000022,hot,google_search > whatsapp_trigger > CONVERSION,3,1,739.04,CONVERSION,google_search,whatsapp_trigger,2025-12-01 06:00:00
USR_000023,warm,google_display > email_nurture > meta_conversion > email_nurture > whatsapp_trigger > CONVERSION,6,1,301.66,CONVERSION,google_display,whatsapp_trigger,2025-03-23 13:00:00
USR_000024,cold,google_display > google_search > whatsapp_trigger > meta_conversion > whatsapp_trigger > CONVERSION,6,1,74.81,CONVERSION,google_display,whatsapp_trigger,2025-06-21 02:00:00
USR_000025,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-05-18 08:00:00
USR_000026,warm,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-02-11 14:00:00
USR_000027,cold,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,75.77,CONVERSION,meta_awareness,whatsapp_trigger,2025-03-20 19:00:00
USR_000028,warm,organic_search > meta_awareness > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-01-21 22:00:00
USR_000029,warm,meta_awareness > email_nurture > CONVERSION,3,1,352.95,CONVERSION,meta_awareness,email_nurture,2025-11-26 10:00:00
USR_000030,cold,organic_search > meta_awareness > email_nurture > DROP_OFF,4,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-08-01 04:00:00
USR_000031,warm,meta_awareness > whatsapp_trigger > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-11-03 06:00:00
USR_000032,hot,google_search > meta_conversion > CONVERSION,3,1,2035.8,CONVERSION,google_search,meta_conversion,2025-06-23 13:00:00
USR_000033,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-05-15 22:00:00
USR_000034,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-08-07 03:00:00
USR_000035,cold,google_search > meta_conversion > email_nurture > whatsapp_trigger > CONVERSION,5,1,59.51,CONVERSION,google_search,whatsapp_trigger,2025-10-21 10:00:00
USR_000036,warm,google_display > google_search > whatsapp_trigger > CONVERSION,4,1,488.48,CONVERSION,google_display,whatsapp_trigger,2025-04-17 18:00:00
USR_000037,cold,google_search > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-09-23 03:00:00
USR_000038,cold,organic_search > google_search > meta_conversion > whatsapp_trigger > CONVERSION,5,1,141.22,CONVERSION,organic_search,whatsapp_trigger,2025-07-02 21:00:00
USR_000039,warm,google_display > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-09-28 08:00:00
USR_000040,hot,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-02-27 08:00:00
USR_000041,warm,google_display > meta_conversion > whatsapp_trigger > CONVERSION,4,1,319.45,CONVERSION,google_display,whatsapp_trigger,2025-07-28 01:00:00
USR_000042,warm,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-09-26 14:00:00
USR_000043,warm,google_search > meta_conversion > whatsapp_trigger > CONVERSION,4,1,182.91,CONVERSION,google_search,whatsapp_trigger,2025-10-28 04:00:00
USR_000044,cold,google_search > email_nurture > meta_conversion > whatsapp_trigger > CONVERSION,5,1,133.87,CONVERSION,google_search,whatsapp_trigger,2025-04-21 14:00:00
USR_000045,hot,organic_search > meta_awareness > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-08-16 23:00:00
USR_000046,cold,organic_search > meta_awareness > email_nurture > DROP_OFF,4,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-11-01 23:00:00
USR_000047,cold,meta_awareness > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-03-31 00:00:00
USR_000048,cold,meta_awareness > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-11-13 19:00:00
USR_000049,hot,google_search > meta_conversion > email_nurture > DROP_OFF,4,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-09-25 22:00:00
USR_000050,warm,google_search > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-05-30 13:00:00
USR_000051,warm,organic_search > google_search > meta_conversion > whatsapp_trigger > CONVERSION,5,1,405.14,CONVERSION,organic_search,whatsapp_trigger,2025-10-10 17:00:00
USR_000052,cold,google_search > meta_conversion > CONVERSION,3,1,57.89,CONVERSION,google_search,meta_conversion,2025-02-26 18:00:00
USR_000053,warm,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-10-15 05:00:00
USR_000054,cold,google_search > meta_conversion > CONVERSION,3,1,71.29,CONVERSION,google_search,meta_conversion,2025-02-04 04:00:00
USR_000055,cold,google_display > google_search > meta_conversion > email_nurture > meta_conversion > CONVERSION,6,1,122.39,CONVERSION,google_display,meta_conversion,2025-06-04 03:00:00
USR_000056,warm,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-03-26 05:00:00
USR_000057,cold,meta_awareness > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-09-04 01:00:00
USR_000058,cold,meta_awareness > meta_conversion > CONVERSION,3,1,59.36,CONVERSION,meta_awareness,meta_conversion,2025-07-23 18:00:00
USR_000059,warm,organic_search > google_search > CONVERSION,3,1,228.77,CONVERSION,organic_search,google_search,2025-08-12 08:00:00
USR_000060,cold,organic_search > google_search > meta_conversion > DROP_OFF,4,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-12-11 07:00:00
USR_000061,cold,google_search > email_nurture > meta_conversion > whatsapp_trigger > CONVERSION,5,1,129.8,CONVERSION,google_search,whatsapp_trigger,2025-03-16 15:00:00
USR_000062,cold,meta_awareness > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-07-14 19:00:00
USR_000063,warm,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-07-27 00:00:00
USR_000064,warm,organic_search > meta_awareness > email_nurture > CONVERSION,4,1,255.12,CONVERSION,organic_search,email_nurture,2025-07-08 03:00:00
USR_000065,cold,google_search > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-01-19 10:00:00
USR_000066,cold,meta_awareness > meta_conversion > email_nurture > whatsapp_trigger > DROP_OFF,5,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-08-29 15:00:00
USR_000067,warm,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-11-29 09:00:00
USR_000068,warm,google_display > google_search > CONVERSION,3,1,347.95,CONVERSION,google_display,google_search,2025-08-06 23:00:00
USR_000069,hot,meta_awareness > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-09-12 05:00:00
USR_000070,warm,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2026-01-02 17:00:00
USR_000071,cold,meta_awareness > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-10-14 17:00:00
USR_000072,warm,google_display > email_nurture > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-11-22 03:00:00
USR_000073,warm,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-05-19 04:00:00
USR_000074,hot,meta_awareness > email_nurture > meta_conversion > DROP_OFF,4,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-12-08 05:00:00
USR_000075,cold,organic_search > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-06-07 16:00:00
USR_000076,cold,google_search > meta_conversion > whatsapp_trigger > meta_conversion > whatsapp_trigger > CONVERSION,6,1,70.61,CONVERSION,google_search,whatsapp_trigger,2025-05-13 00:00:00
USR_000077,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-11-20 08:00:00
USR_000078,warm,google_display > meta_conversion > CONVERSION,3,1,439.73,CONVERSION,google_display,meta_conversion,2025-05-14 09:00:00
USR_000079,cold,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,109.36,CONVERSION,meta_awareness,whatsapp_trigger,2025-08-07 14:00:00
USR_000080,cold,google_search > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-09-12 18:00:00
USR_000081,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-03-29 02:00:00
USR_000082,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-11-11 12:00:00
USR_000083,cold,google_search > whatsapp_trigger > CONVERSION,3,1,66.71,CONVERSION,google_search,whatsapp_trigger,2025-12-01 04:00:00
USR_000084,hot,meta_awareness > meta_conversion > CONVERSION,3,1,602.92,CONVERSION,meta_awareness,meta_conversion,2025-07-22 04:00:00
USR_000085,warm,meta_awareness > email_nurture > CONVERSION,3,1,344.65,CONVERSION,meta_awareness,email_nurture,2025-01-29 21:00:00
USR_000086,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-08-29 13:00:00
USR_000087,warm,google_search > email_nurture > whatsapp_trigger > CONVERSION,4,1,137.3,CONVERSION,google_search,whatsapp_trigger,2025-10-01 05:00:00
USR_000088,hot,google_search > CONVERSION,2,1,981.17,CONVERSION,google_search,google_search,2025-04-10 07:00:00
USR_000089,warm,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-05-06 00:00:00
USR_000090,cold,meta_awareness > meta_conversion > email_nurture > CONVERSION,4,1,62.38,CONVERSION,meta_awareness,email_nurture,2025-07-06 01:00:00
USR_000091,warm,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-03-06 20:00:00
USR_000092,cold,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,146.81,CONVERSION,meta_awareness,whatsapp_trigger,2025-02-27 19:00:00
USR_000093,cold,meta_awareness > whatsapp_trigger > CONVERSION,3,1,66.43,CONVERSION,meta_awareness,whatsapp_trigger,2025-06-08 06:00:00
USR_000094,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-05-17 03:00:00
USR_000095,warm,meta_awareness > meta_conversion > CONVERSION,3,1,134.78,CONVERSION,meta_awareness,meta_conversion,2025-03-11 22:00:00
USR_000096,cold,google_display > meta_conversion > email_nurture > meta_conversion > email_nurture > meta_conversion > CONVERSION,7,1,94.33,CONVERSION,google_display,meta_conversion,2025-02-02 20:00:00
USR_000097,cold,google_display > meta_conversion > whatsapp_trigger > meta_conversion > DROP_OFF,5,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-05-18 07:00:00
USR_000098,cold,google_search > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-10-01 03:00:00
USR_000099,cold,organic_search > google_search > meta_conversion > whatsapp_trigger > DROP_OFF,5,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-10-01 04:00:00
USR_000100,warm,meta_awareness > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-11-13 05:00:00
USR_000101,cold,meta_awareness > meta_conversion > email_nurture > meta_conversion > email_nurture > DROP_OFF,6,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-11-24 00:00:00
USR_000102,warm,meta_awareness > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-07-17 01:00:00
USR_000103,hot,google_search > meta_conversion > CONVERSION,3,1,1647.79,CONVERSION,google_search,meta_conversion,2025-10-23 21:00:00
USR_000104,warm,google_search > meta_conversion > CONVERSION,3,1,425.85,CONVERSION,google_search,meta_conversion,2025-02-01 04:00:00
USR_000105,cold,google_display > google_search > CONVERSION,3,1,89.89,CONVERSION,google_display,google_search,2025-10-08 10:00:00
USR_000106,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-09-07 05:00:00
USR_000107,cold,google_display > email_nurture > whatsapp_trigger > CONVERSION,4,1,87.79,CONVERSION,google_display,whatsapp_trigger,2025-04-16 02:00:00
USR_000108,cold,organic_search > meta_awareness > meta_conversion > CONVERSION,4,1,92.55,CONVERSION,organic_search,meta_conversion,2025-02-10 05:00:00
USR_000109,cold,meta_awareness > meta_conversion > CONVERSION,3,1,126.78,CONVERSION,meta_awareness,meta_conversion,2025-03-06 17:00:00
USR_000110,hot,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-12-08 17:00:00
USR_000111,warm,google_search > whatsapp_trigger > CONVERSION,3,1,471.34,CONVERSION,google_search,whatsapp_trigger,2025-01-11 05:00:00
USR_000112,cold,google_search > DROP_OFF,2,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-08-27 19:00:00
USR_000113,hot,google_search > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-07-23 14:00:00
USR_000114,warm,organic_search > google_search > CONVERSION,3,1,424.32,CONVERSION,organic_search,google_search,2025-07-10 09:00:00
USR_000115,hot,google_search > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-11-24 20:00:00
USR_000116,warm,organic_search > meta_awareness > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-03-12 07:00:00
USR_000117,cold,google_search > whatsapp_trigger > CONVERSION,3,1,59.17,CONVERSION,google_search,whatsapp_trigger,2025-03-21 01:00:00
USR_000118,cold,organic_search > google_search > meta_conversion > CONVERSION,4,1,119.27,CONVERSION,organic_search,meta_conversion,2025-10-26 08:00:00
USR_000119,hot,meta_awareness > meta_conversion > email_nurture > whatsapp_trigger > CONVERSION,5,1,2324.49,CONVERSION,meta_awareness,whatsapp_trigger,2025-07-07 22:00:00
USR_000120,hot,google_display > google_search > DROP_OFF,3,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-07-26 13:00:00
USR_000121,warm,google_display > email_nurture > CONVERSION,3,1,127.07,CONVERSION,google_display,email_nurture,2025-10-03 19:00:00
USR_000122,warm,meta_awareness > whatsapp_trigger > meta_conversion > CONVERSION,4,1,231.19,CONVERSION,meta_awareness,meta_conversion,2026-01-02 02:00:00
USR_000123,warm,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-09-22 05:00:00
USR_000124,cold,google_search > meta_conversion > CONVERSION,3,1,137.65,CONVERSION,google_search,meta_conversion,2025-09-24 23:00:00
USR_000125,cold,google_search > whatsapp_trigger > meta_conversion > CONVERSION,4,1,106.59,CONVERSION,google_search,meta_conversion,2025-01-14 01:00:00
USR_000126,warm,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,420.23,CONVERSION,meta_awareness,whatsapp_trigger,2025-06-25 21:00:00
USR_000127,cold,google_search > CONVERSION,2,1,92.01,CONVERSION,google_search,google_search,2025-12-19 05:00:00
USR_000128,cold,meta_awareness > email_nurture > meta_conversion > email_nurture > meta_conversion > whatsapp_trigger > DROP_OFF,7,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-04-12 20:00:00
USR_000129,cold,organic_search > email_nurture > whatsapp_trigger > CONVERSION,4,1,55.62,CONVERSION,organic_search,whatsapp_trigger,2025-12-22 10:00:00
USR_000130,warm,google_display > email_nurture > whatsapp_trigger > CONVERSION,4,1,134.64,CONVERSION,google_display,whatsapp_trigger,2025-01-21 11:00:00
USR_000131,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-03-01 00:00:00
USR_000132,cold,organic_search > google_search > email_nurture > meta_conversion > whatsapp_trigger > CONVERSION,6,1,115.21,CONVERSION,organic_search,whatsapp_trigger,2025-03-30 17:00:00
USR_000133,warm,google_search > email_nurture > meta_conversion > email_nurture > whatsapp_trigger > CONVERSION,6,1,474.25,CONVERSION,google_search,whatsapp_trigger,2025-09-13 20:00:00
USR_000134,warm,organic_search > meta_awareness > email_nurture > meta_conversion > email_nurture > DROP_OFF,6,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-10-22 01:00:00
USR_000135,cold,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-06-27 11:00:00
USR_000136,cold,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-10-20 16:00:00
USR_000137,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-10-25 08:00:00
USR_000138,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-05-17 08:00:00
USR_000139,cold,meta_awareness > whatsapp_trigger > CONVERSION,3,1,146.38,CONVERSION,meta_awareness,whatsapp_trigger,2025-01-31 01:00:00
USR_000140,cold,organic_search > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-05-29 06:00:00
USR_000141,cold,google_search > CONVERSION,2,1,107.56,CONVERSION,google_search,google_search,2025-10-25 13:00:00
USR_000142,cold,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-09-08 09:00:00
USR_000143,cold,google_search > meta_conversion > CONVERSION,3,1,74.93,CONVERSION,google_search,meta_conversion,2025-09-25 04:00:00
USR_000144,warm,google_search > meta_conversion > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-05-11 13:00:00
USR_000145,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-10-30 23:00:00
USR_000146,cold,organic_search > meta_awareness > email_nurture > DROP_OFF,4,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-06-23 04:00:00
USR_000147,cold,google_display > email_nurture > CONVERSION,3,1,103.95,CONVERSION,google_display,email_nurture,2025-08-18 12:00:00
USR_000148,cold,google_search > meta_conversion > whatsapp_trigger > CONVERSION,4,1,100.42,CONVERSION,google_search,whatsapp_trigger,2025-03-20 06:00:00
USR_000149,cold,google_display > google_search > whatsapp_trigger > meta_conversion > CONVERSION,5,1,64.65,CONVERSION,google_display,meta_conversion,2025-01-08 11:00:00
USR_000150,cold,google_search > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-10-15 08:00:00
USR_000151,cold,meta_awareness > meta_conversion > email_nurture > DROP_OFF,4,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-07-03 19:00:00
USR_000152,cold,google_search > whatsapp_trigger > CONVERSION,3,1,89.96,CONVERSION,google_search,whatsapp_trigger,2025-07-29 08:00:00
USR_000153,cold,meta_awareness > email_nurture > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-09-22 18:00:00
USR_000154,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-05-25 15:00:00
USR_000155,warm,organic_search > google_search > whatsapp_trigger > CONVERSION,4,1,241.89,CONVERSION,organic_search,whatsapp_trigger,2025-04-28 10:00:00
USR_000156,cold,organic_search > DROP_OFF,2,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-05-07 00:00:00
USR_000157,warm,google_display > google_search > meta_conversion > email_nurture > meta_conversion > CONVERSION,6,1,355.62,CONVERSION,google_display,meta_conversion,2025-03-05 22:00:00
USR_000158,warm,google_search > email_nurture > whatsapp_trigger > meta_conversion > CONVERSION,5,1,297.49,CONVERSION,google_search,meta_conversion,2025-11-08 20:00:00
USR_000159,hot,google_display > google_search > whatsapp_trigger > meta_conversion > CONVERSION,5,1,1810.33,CONVERSION,google_display,meta_conversion,2025-05-22 17:00:00
USR_000160,cold,organic_search > meta_awareness > email_nurture > meta_conversion > CONVERSION,5,1,71.29,CONVERSION,organic_search,meta_conversion,2025-09-20 12:00:00
USR_000161,warm,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-04-15 08:00:00
USR_000162,cold,google_search > meta_conversion > CONVERSION,3,1,84.22,CONVERSION,google_search,meta_conversion,2025-07-27 18:00:00
USR_000163,warm,meta_awareness > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-07-10 11:00:00
USR_000164,warm,google_search > meta_conversion > whatsapp_trigger > CONVERSION,4,1,401.93,CONVERSION,google_search,whatsapp_trigger,2025-03-17 22:00:00
USR_000165,hot,google_search > email_nurture > whatsapp_trigger > CONVERSION,4,1,1392.5,CONVERSION,google_search,whatsapp_trigger,2026-01-07 02:00:00
USR_000166,warm,google_search > DROP_OFF,2,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-03-26 13:00:00
USR_000167,hot,meta_awareness > meta_conversion > CONVERSION,3,1,1629.14,CONVERSION,meta_awareness,meta_conversion,2025-05-03 07:00:00
USR_000168,cold,meta_awareness > meta_conversion > whatsapp_trigger > CONVERSION,4,1,76.25,CONVERSION,meta_awareness,whatsapp_trigger,2025-02-16 01:00:00
USR_000169,hot,google_search > email_nurture > meta_conversion > CONVERSION,4,1,1054.29,CONVERSION,google_search,meta_conversion,2025-02-28 13:00:00
USR_000170,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-06-20 12:00:00
USR_000171,cold,google_search > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-05-09 02:00:00
USR_000172,warm,organic_search > meta_awareness > whatsapp_trigger > meta_conversion > whatsapp_trigger > meta_conversion > CONVERSION,7,1,358.29,CONVERSION,organic_search,meta_conversion,2025-01-11 22:00:00
USR_000173,warm,google_search > meta_conversion > CONVERSION,3,1,290.97,CONVERSION,google_search,meta_conversion,2025-09-23 03:00:00
USR_000174,hot,organic_search > meta_awareness > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-11-26 05:00:00
USR_000175,cold,organic_search > google_search > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-02-18 03:00:00
USR_000176,hot,organic_search > meta_awareness > DROP_OFF,3,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-11-07 16:00:00
USR_000177,cold,google_search > meta_conversion > whatsapp_trigger > CONVERSION,4,1,113.05,CONVERSION,google_search,whatsapp_trigger,2025-09-29 10:00:00
USR_000178,warm,organic_search > email_nurture > meta_conversion > DROP_OFF,4,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-12-23 10:00:00
USR_000179,cold,meta_awareness > DROP_OFF,2,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-07-09 02:00:00
USR_000180,cold,google_search > whatsapp_trigger > meta_conversion > whatsapp_trigger > DROP_OFF,5,0,0.0,DROP_OFF,google_search,DROP_OFF,2025-08-12 11:00:00
USR_000181,cold,organic_search > google_search > CONVERSION,3,1,89.73,CONVERSION,organic_search,google_search,2025-05-13 03:00:00
USR_000182,cold,google_display > google_search > email_nurture > DROP_OFF,4,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-03-27 02:00:00
USR_000183,cold,google_display > DROP_OFF,2,0,0.0,DROP_OFF,google_display,DROP_OFF,2025-12-25 22:00:00
USR_000184,warm,meta_awareness > meta_conversion > whatsapp_trigger > meta_conversion > email_nurture > DROP_OFF,6,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2025-10-17 23:00:00
USR_000185,warm,organic_search > meta_awareness > whatsapp_trigger > DROP_OFF,4,0,0.0,DROP_OFF,organic_search,DROP_OFF,2025-06-18 14:00:00
USR_000186,cold,meta_awareness > meta_conversion > DROP_OFF,3,0,0.0,DROP_OFF,meta_awareness,DROP_OFF,2026-01-05 04:00:00
USR_000187,warm,google_search > CONVERSION,2,1,219.6,CONVERSION,google_search,google_search,2025-10-26 08:00:00
USR_000188,warm,google_display > google_search > meta_conversion > email_nurture > CONVERSION,5,1,452.83,CONVERSION,google_display,email_nurture,2025-10-02 14:00:00
